"","X","reviews","ratings"
"3786",165,"The acclaimed characters of ""Now You See Me 2"", now deliver gently convincing charisma and charm and a more interesting and curiously intriguing storyline, wanting to surprise us even more with the increasingly explored magic tricks making us question how they did it and unlike its predecessors, it manages to satisfy us with the ""spectacle"".",4
"3787",166,"Love everything in it.",4
"3788",167,"Delightful little time waster, but thats all I see of the movie. While finding nemo set this movie up last time they finished their movie so well that there was no real reason to make this movie for anything other than money",4
"3789",168,"When Dory remembers her family, she goes on an adventure to find them. Creating a sequel where the comic relief character is now the main protagonist is a difficult venture. But this movie works. The voice acting, especially from Ellen DeGeneres, is fantastic. The animation is also wonderful. The story gets a little too far into the ridiculous in the last act, but is solid otherwise. I don't find this movie to be rewatchable, but I do think it is worth checking out.",3
"3790",169,"An enjoyable ride with great characters. But it didn't come anywhere close to matching the impact of finding nemo.",4
"3791",170,"Pixar continues to out do themselves by making a sequel that surpasses the original which is a pretty hard act to top Dory is searching for her family leading her to a a marine facility where she meets some fun new characters including the shape shifting octopus Hank who steals the show this story teaches to accept people with disabilities and really touches on Dorys short term memory loss at the end of the day this movie is unforgettable ;)",5
"3792",171,"I threw up twice during this movie.",5
"3793",172,"The first one is a little better but this one was still fun.",4
"3794",173,"I enjoyed this one just as much if not more than the first.  The story pulls at the heartstrings again in Dory's quest to find her parents, but it's still filled with humor and some entertaining characters along the way (Ed O'Neil is especially perfect as Hank).",5
"3795",174,"<U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F44D><U+0001F31F><U+0001F31F><U+0001F31F><U+0001F31F><U+0001F31F>",5
"3796",175,"siempre de pequeña me preguntaba el pasado de dory y esta pelicula resolvio esa duda, muy buena, no es como la primera que es una obra de arte, pero esta muy linda",4
"3797",176,"Some Jokes Don't Pay-off All That Well, Leaving A Confused Message. The Argumentive Style Of Kevin Hart Towards The Rock's Straight-Talk Does However Work, Mixed With Some Bad-Ass Action Sequences, Things Keep Relatively Interesting. I Found Personally Tho, I Got Bored & Eventually Sought It To Finish Sooner Rather Than The Later That It Did. About 20-Min Too Long..Really.",2
"3798",177,"Central Intelligence is basically your stereotypical light-hearted action comedy that will pass your time and bring out few laughs here and there. It's not much, but it doesn't have to be as we all need a movie just like that from time to time.",4
"3799",178,"Good action good comedy and good lead actors pair",4
"3800",179,"Got a real kick out of this flick!  Very funny with plenty of action.",4
"3801",180,"Aggressively unfunny and the characters are just live action cartoons so there's no sense of urgency or stakes.",2
"3802",181,"Central Intelligence tells the story of what happened to that clingy kid in high school if he worked out every day and became a Jason Borne grade CIA agent.

The tag line to this movie is ""to save the day you need a little Hart and a big Johnson."" Well, that's exactly whats holding this film together. Kevin Hart and Dwayne Johnson are great in this movie. At it's core it's another wacky buddy flick not unlike Hart's other comedy Ride Along or Johnson's The Other Guys. The difference here is that Kevin Hart and Dwayne Johnson have a chemistry together that rivals the greats. Not only were the two funny together, but they played off of each other so well that the other problems this movie had, namely it's anemic third act and disjointed resolution, didn't ruin my experience.

All in all, it's not the best buddy comedy in the world, but it's by no means the worst. I enjoyed watching it for the most part and Johnson and Hart have great onscreen chemistry that is worth the price of admission. In fact the pair are supposed to be working on doing a Jumanji film together and on the strength of this movie, I'm looking forward to that as well. Central Intelligence gets a 3...out of 5.",3
"3803",182,"A lot of fun to watch with a good story and amazing chemistry between The rock and Kevin Hart. 4/5",4
"3804",183,"Quintessential The Rock and Kevin Heart performances. Light hearted and pretty fun throughout.",4
"3805",184,"I laughed so hard from both actors [kevin hart and the rock] its a nice movie. my raiting is 7.5 from 10",5
"3806",185,"I remember I wanted to go see ""Central Intelligence"" in theaters when it first came out, but never had the chance to see it. Recently, a friend had brought the movie up in a conversation and I decided to watch it when I got home. After watching, I think Kevin Hart and Dwayne Johnson teaming up was definitely the best part of this film. It was a clever idea to switch the roles the actors usually play. The comedy, as well as most of the action was great. However, the plot gets murky and the close-up combat scenes look awful which unfortunately, bring down the movie a little bit. Overall, this movie was about as good as I expected. If you're just looking for a light and fun comedy movie with a bit of action, then this is for you. For that, I give ""Central Intelligence""... 3 stars.",3
"3807",186,"Minha opinião: um filem que assisti 3 vezes. Gostei, um suspense gostoso, diferente dos filmes de #tubarões que estamos acostumados. Gostei do enredo, muito cativante. A Dose de #adrenalina vai subindo com o passar do tempo. Ao estilo de ""Predadores Assassinos"" que é o ataque de crocodilos, mas de um filme sai daquela mesmice. A atuação de Blake foi fantástica. Gosto da atriz que tem uma beleza impar. #superrecomendo
Roteiro: bom+
Vale apena assistir na Netflix? Simm
Nota: 9",5
"3808",187,"A ridiculously good looking chick (Blake Lively) goes surfing alone on a totally secluded beach in Mexico and gets attacked by a shark. The kindly Mexican guy who gives her a ride to the beach asks her how she expcects to get a ride back to her hotel, and she says, ""Uber."" No Uber driver on earth could find this place. 
There is no explanation why she would do something so senseless (other than the fact that her dead mother took her there when she was a kid). 
Stranded on a rock, and later a signal buoy, Lively fights off the shark (which is fake and computer-generated, but apparently quite hungry) for an interminable period of time. A helpful seagull decides to sit on the rock with her. 
Then, Lively collects her milion dollar paycheck and goes back to her opulent Hollywood home. I don't think the seagull got paid, though. 
That's it. Enjoy it if you're really stoned or really drunk. Or if you're stupid. Or all three.",2
"3809",188,"So surprised how good this was. If you liked Open Water you'll like this.",4
"3810",189,"I love shark movies and to me this is one of those shark movies that is better than it has any right to be. It is lean and knows exactly what he's trying to accomplish. The tension works great and the acting is brilliant for the genre. This is my number three favorite shark movie of all time behind Jaws and Deep Blue Sea.",4
"3811",190,"Just the right amount of suspense to create a fun movie night! After we were left wanting more from the classic Jaws, shark movies like this not only entertain but leave you paranoid whenever you're on holiday too!",4
"3812",191,"This was done before. Standard ""stranded attempt to survive"" film. Blake Lively adds nothing to this film as the cliche story was trying to be different.",2
"3813",192,"Quite decent for a shark movie - a practically pointless sub genre in this age - with a good, maybe relatable protagonist and quality backstory. Even though there wasn't much new to this, it felt well thought through and, thankfully, it had a better and bigger budget than those dreadful, unwatchable ‘movies' with zero money and effort put into it where viewers would rather be in the movie getting eaten by the shark than watching this. Clearly, the director has a good idea of how to make shark films nowadays more lively.",4
"3814",193,"The Shallows is an excellent movie, the tension provided by the shark was awesome!!!!",4
"3815",194,"An odd experience. Well crafted and well acted utter crap. I enjoyed it. The shark was clearly method acting. The family values coda made me seasick ... half-a-star duly deducted.",4
"3816",195,"It has a good story with a main character that just won't give up and will do everything to survive with an awesome looking shark that is the closest looking movie shark to a great white. Also it has a great supporting character the bird Steven Seagull",5
"3817",196,"Amazing movie, amazing acting. Worth watching. ",5
"3818",197,"I dont know why this movie scores low. It is well acted and a moving, riveting story",4
"3819",198,"Most Americans know at least a little about John's Brown's slave revolt at Harper's Ferry. Brown was a white northern abolitionist. Far fewer  Americans know about Nat Turner's slave insurrection in Virginia. Turner was a black preacher. There is no doubt that history has been ""whitened,"" as Malcolm X proclaimed
Therefore, I'm happy to see this film, the true story of Newton Knight, a white, anti-slavery Mississippi farmer who deserted the Confederate army and joined a group of runaway slaves. Together, they form the ""Free State of Jones County,"" a band of vigilantes who avenge the poor southern families whose food and belongings have been confiscated by the southern ""tax collectors."" The group expands as some Confederate soldiers and local farmers join up. They go to rich plantations and raid them. They stop the tax collectors at gunpoint and reclaim the corn they have stolen. Then they retreat back to their hideout in the swamp ---where the calvary can't go. Needless to say, the Confederate army is not happy. Knight's face is on wanted posters all over the state as a deserter and a traitor.
I'm sure there is plenty of Hollywood embellishment to the story, but nevertheless, it's just so damned great to see whites and blacks working together and looking out for each other. Of course, all is not perfect. There is internal dissention. And yes, there is violence. What mass human rights violation has been stopped without violence? I can't think of one.
Matthew McConaughey is the right lead actor for this story. He's gruff but righteous. We root for him.
This film is a worthy addition to the cinematic canon of great Civil War era films. It's not just anti-racist; it's more than that. It's anti-plutocracy and anti-injustice.",4
"3820",199,"An amazing portrayal of the Southern people during the Civil War. Unlike the neo-confederation propaganda of Gods and Generals, you can see the actual hardships of poor southerners who were forced to fight. It also does a great job of showing how broken the Reconstruction Period was.",5
"3821",200,"During the Civil War a revolt in the south by ex confederates and slaves that slice off their own piece of country.  Then the reconstruction brings evil.  Worst things could have happened for the south: the killing of Lincoln as the hatred stayed and healing never started then 20 years later killing of Garfield who was a genius at everything and had great promise to heal the nation.",4
"3822",201,"A great film. Unfortunately much of what happened 160 or so years ago is still happening now. ",4
"3823",202,"Great piece about our history.  Fabulous acting and storytelling",5
"3824",203,"Fantastic powerful performance by Mathew McConaughey",4
"3825",204,"A VERY STRONG story VERY WELL told!!!  Best thing about it----this film found a damn-sure entertaining and beautifully-produced way to tell the history of our country---warts & all and virtues & all!!!  A GREAT American story and film INDEED!!!",5
"3826",205,"Idk what the critics have been drinking. This movie was absolutely AMAZING. The acting was superb. Sorry. Not as violent as you may want it. And it does NOT side line the people effected. It highlights them in a beautiful light by showing how bravely men fought for the rights minorites deserve.",5
"3827",206,"One of the most impacting movies I've ever seen. So unique and very experimental. It was awesome for the most part. You should find it at least interesting. Although, Very much underrated and not many people talk about it.",4
"3828",207,"Thriller onirico e ipnotico; in cui la bellezza dell'estetica trionfa sul resto.
Il costante gioco di luci e di colori, vivi e penetranti, accompagna i corpi e gli sguardi delle protagoniste in un viaggio all'interno di un mondo poco esplorato in ambito cinematografico.
Inquietante e con un finale molto crudo è la trama, che però nel complesso risulta poco sviluppata e sicuramente parte debole del film; una scelta sicuramente ponderata, che però non offre un risultato così buono.",3
"3829",208,"Dark version of ""Mean Girls"" between fashion models. Narcissistic galore in fantomatic visuals. 


PS.. @Keanu Reeves, WTH were you doing there?!?",4
"3830",209,"It is a beautiful film, the acting is superb, the direction is assured and precise. The horror is not so much from the gore, as the scenes of young girls being treated as meat. But that is exactly the point.
Full review at https://thecannibalguy.com/2021/12/12/neon-demon-2016/",4
"3831",210,"This movie was underwhelming to say the least. There was hardly any dialog and the plot was boring. Just kept waiting for something to happen the whole time and when it finally did it didn't really make sense.",1
"3832",211,"...I hate this movie",1
"3833",212,"Mesmerizing, hypnotic and weirdly beautiful an art essay visually stunning. Not fully accomplished on the script side still holds plenty to think about in this commentary about models, beauty and that horrific metaphor at the core of the movie. The soundtrack is killer, Elle Fanning and the rest of the cast fit perfectly the story and those neon lights give shivers as well as the creepy direction the movie takes in its final.",5
"3834",213,"Good visuals that blow your mind, boring storyline, boring pace and unimpressive acting performances. I got the feeling everyone was uncomfortable doing this movie or maybe the lack of depth in each character gave that impression.",2
"3835",214,"A tolerable movie for the most part due to it being well shot and competently made with a likeable lead, though there is not much depth to the plot.  There is, however, enough eerie suspense and tension built up throughout to intrigue for most of the film before paying off in the end.",3
"3836",215,"So amazing.  So artistic.   Not.  What a crappy movie.   So disappointed.  Dont waste your time.",1
"3837",216,"There was much packed into the movie, and the story was cliché, and it was very unrealistic with things sometimes not making sense.
However, I thought this movie was very entertaining and had an interesting story. It's always cool to revisit Tarzan, and his character is developed in an interesting way at the start if the movie.",4
"3838",217,"good actors, good production values, stupid reviewers",5
"3839",218,"Entertaining and fun.",4
"3840",219,"The Legend of Tarzan is a film 
However, it suffers from a weak script, a simple plot and from being nothing innovative or surprising more than in some respects However, it suffers from a weak script, a simple plot and from being nothing innovative or surprising more than in some visual aspects.",3
"3841",220,"This movie makes no sense. Really special in the terrible movies department.",1
"3842",221,"First the clothing of the Era was wrong but that I could get past. What was absolutely unbearable was that Jane's vocabulary, slang, and voice was that of a girl in the 2000s despite the era the movie is set it. It drove me insane I could not focus on the movie. It was very distracting expecting the appropriate speech. She's not the only one though.  Samuel l Jackson and others as well but hers was absolutely the worst.",3
"3843",222,"Hermosa película muy infravalorada y muy mal criticada, las actuaciones geniales para mi un 10/10 muy buena",5
"3844",223,"Despite the poor ratings it got, I really enjoyed this one and the story it told plus how it told the story which was a different spin on the traditional Tarzan movies as it has Tarzan already in England and returns to his home with Jane. Fun Adventures!",4
"3845",224,"Don't listen to the bad reviews, this is a very good movie, I enjoyed it so much and it respects a lot the stories of Tarzan of the apes. Margot Robbie and Alexander Skarsgård were perfect for the roles, one of my favorite films, I'm not exaggerating.",5
"3846",225,"Extremely underrated film! Alexander Skarsgard did a magnificent job with the great iconic character of Tarzan. It seems a lot of people don't understand that this film is following the book of origin for the story about ""The Ape Man"". Because of how different this story is from the other past movie adaptations of this storie origin, it seems most were looking forward to seeing the normal story but were taken aback by this films different story.

The acting is very well done! Every actor did a great job with the characters they were given! However... the actual characters themselves are a different thing. Leon Rom is the main protagonist, whose personality seems a bit bland and very strange type of villain to put up against anyone is this film, for his only strengths are that he is cunning, can squirm out of situations, and can wrap a necklace around other people's necks to choke them to death... Not quite a strong villain to bring a good ending battle against a character fabled to be ""The Ape Man"". 
Now with another character I had a very hard time with... George Washington (played by Samuel Jackson). The dialog and personality that they made for this character is very strange and odd, where it could have been done a lot better. Though, of course, Samuel Jackson did the very best he could at acting out this character. 
These two characters are the reason I cannot give this film more than 4 stars.

The story, very close to its book origin, is quite a different tale than most are used to for when watching a film about ""Tarzan"". This starts out after he is married to Jane and lives in London, but then goes back to Africa and finds that it is in serious need of his help.

This is one problem many viewers have with this film, which is that the gorilla species in this film are very different than how real apes are. This is strange to me, because in the book the gorillas are a type of species the writer made up. So, they are not supposed to be just like real apes. I loved the way the story explains the gorillas from the book, and how Tarzan must deal with them in order to gain their trust. 

Overall, a very well done film that I like to watch many times! Other than those two characters in this film, this movie is a masterpiece production that tires to follow the origin story as best as it could!",4
"3847",226,"I saw it as a kid in class and I adored it then. Now as an adult, I still like it a lot and it gives me a lot of nostalgia, but it's not really a film for adults. Yes, it is enjoyable for families but I know a lot of animated films out there that got even better through time, this is just a kids film and not much more than that. But it's good, it has a lot of creativity and likable characters.",4
"3848",227,"the best ever animated movie",5
"3849",228,"Awesome so I take it as a fairytale also remember there is a live-action ",4
"3850",229,"A decent adaptation of the book.",4
"3851",230,"Good kids film. Watched a lot as a kid! Still holds up. Lot of heart",4
"3852",231,"http://letterboxd.com/edmundpoliks/film/the-bfg/",4
"3853",232,"The BFG is a delightful animated film with an interesting story and catchy songs.",5
"3854",233,"Cute!  Not too bad at all for watching this one without a kid present.  :-)",4
"3855",234,"Terrible boring kids animated movie . For some reason this book can't become a movie and succeed. I like the animation in this movie but the dialogue is cheesy bit sad at the same time but it's still way way better than the Disney adaptation. I like the bfgs character and how he talks but at the same time his cheesiness is still there but thats how he's supposed to act like. The monsters look weird, I can't forget about that and it would be creepy . Good story but only as a book , I don't know what but something about this movie doesn't click as a movie to me.",3
"3856",235,"A sweet little film that may be a little on the simple side but the BFG is a well animated film for younger viewers.",3
"3857",236,"Don't remember why I watched this movie the first time tbh. In my experience the plot isn't very memorable compared to most movies I've seen. Also, if you're taking your kids to this be warned that the ""cute rabbit"" character's main personality trait for most of the movie is wanting to kill people. My mom thinks this movie, despite being a kid's movie, isn't appropriate for kids. I'm not sure if I would go to that extent but be careful what kids watch this movie.",2
"3858",237,"Muy cool,con buenos personajes y una historia entretenida",4
"3859",238,"Toy Story but it's a cat video",3
"3860",239,"what an amazing movie. i mean, some language like stupid is in there, and it can make you bored the third time you see it, but otherwise, awesome!",5
"3861",240,"This movie is very entertaining and funny as well as it is very beautiful. The characters are very eye-catching and cute for both children and adults, simply a movie to hang out with your family.",5
"3862",241,"NO ES MALA, PERO ES MEDIO ABURRIDA PARA MI",3
"3863",242,"I love everything about it one of me and my son favorite thing to watch",5
"3864",243,"Nothing was interesting or engaging.",3
"3865",244,"At least its better than sing",2
"3866",245,"The Secret Life of Pets movie was a good movie. With good perspective of the pets, and a good story containing the main characters. ",4
"3867",246,"Solid film that effectively ""both sides"" the ideas of home schooling and living off the grid. Viggo's Oscar nomination was well deserved.",4
"3868",247,"Philosophical and thought-provoking",4
"3869",248,"A great movie that shows the remarkable difference between the ""couch-potato"" youth of today and children who have been taught the art of survival.",5
"3870",249,"Very well crafted and acted film. And it's just short of a masterpiece. But most reviewers here missed the obvious: Ben is a totalitarian monster.

Kielyr explains the movie to us when forced by her dad to explicate Lolita.  And Ben finally sees it himself in the end:  ""It was a beautiful mistake.""",5
"3871",250,"Uma grande obra sem dúvidas, uma carga emocional muito forte, atores tão jovens mas com tanto sentimento, é realmente linda a trama. Me fez pensar em como a sociedade moderna realmente é autodestrutiva, a vida no campo apresenta muito mais diversidade em um contexto geral, sendo que na natureza você experimenta a ação real, enquanto no conforto de nossas casas, só fazemos tais aventuras através de videogames. Muito empenhados em afazeres domésticos, o que nós não fazemos em uma semana eles fazem em um dia. Todos os personagens são antros do conhecimento, com um conhecimento sobre a sociedade, politica e historia, que é um absurdo. E ainda eles tem que brigar pra decidir qual o idioma será falado, eu mal falo dois, e eu os vi falando em uns três. Varias regras malucas mas que são seguidas por todos com uma harmonia muito pacifica. Desfecho perfeito, muito certos de seus ideais.",5
"3872",251,"""Captain Fantastic"" is audacious and seems to revel in its own contradictions. Some have criticized it for being heavy on didacticism. Perhaps. But I think it realistically shows the drawbacks of living off the grid. Sooner of later, most of us have to find a way to coexist with the rest of the world--especially if we have children.
Is Mortenson's Ben a dictator? Yes. His kids are victims. But as he softens up in the final acts, we realize that what we think is best for our kids is often misguided. 
Actually, were it not for the language and nudity, this could have been marketed as a family film. It's too bad, because I think it would stimulate some meaningful discussions between parents and kids.",4
"3873",252,"Absolutely loved this movie! It's about an unconventional family that lives off grid and survives off of the wild. They are homeschooled kids, but they know way more than any public school could teach them. But the death of the mother forces them out of their comfort zones and into the realization of society. It is truly inspirational. Has emotional moments, funny moments, and completely ridiculous moments. It shows you that not everyone has to raise their kids or live all the same way. The acting was on point and the cinematography was beautiful! Definitely recommend this one!",5
"3874",253,"How do you give a movie zero stars? Hated it from the get-go. Watched it for 25 minutes and could not take anymore. Completely confused by all the good reviews. Worst movie we have tried to watch in a long time. Pretentious, unrealistic, unlikeable characters….teaching his kids to steal, kill someone else’s livestock, etc etc….ridiculous.",1
"3875",254,"This movie inspired me to read more, to reflect on what we should really value in life, and to strive to be active rather than passive in our choices. I emotionally understood the central conflict i.e. how to balance giving your children the best start without ostracizing them to the point they struggle to participate in normal society. It did paint an idealized view of living off the grid rather than include some of the more mundane issues that would surely arise in daily life, but I felt this was forgivable. The only part I truly take issue with is the decision by Bo at the end to travel to Namibia after he [put (his) finger on a map]. Whilst Namibia is actually a really good fit for him to develop as a young man given his current skill set, I felt this decision should have been the result of careful research by him and his father rather than just made on a whim. What would have happened if his finger had landed on Japan, or France for example? However, that such a minor point caught my attention is testimony to how cohesive and engaging the movie is overall.",5
"3876",255,"Thought provoking, unashamed in the way it feels, and performed to the highest degree by its lead. 'Captain Fantastic' is a film that touches the hearts of those who watch it, and leaves the viewer feeling that there is always something out there waiting to be discovered. This film made me think of certain things differently; and in the end, isn't that what every film should strive to accomplish - make the viewer think?",4
"3877",256,"Who would have thought this was based on a real Craigslist ad! I love Zac Efron and I love Hawaii so this was a perfect combination for me. A few dated jokes aside, this was some pretty good dirty fun for a sunny boozy movie. I thought the not so wholesome foursome worked great together.",3
"3878",257,"Just opposite gender duality duos placed on a plot of a romantic disaster vacation",2
"3879",258,"One of the worst all round movies I have ever sat through to the end. Horrible story line and selection of main characters. The first time I have seen Adam Devine in anything and if I ever see him listed in another movie I will not watch it. His acting was horrible.",1
"3880",259,"Mike and Dave Need Wedding Dates is a great comedy!",5
"3881",260,"With persistent performances that generate ""sympathy"" in the characters, they get a few laughs from a strange script that goes through various tacky situations and silly scenes.",3
"3882",261,"Some times I laughed others I forgot I was watching a movie. if it's raining outside and you got nothing else to watch you could do worse than watching this movie but it's not hard to do better.",3
"3883",262,"Formulaic and predictable, but an easy watch.",4
"3884",263,"Hysterical. Seen it three times, still one of the funniest movies out there.",5
"3885",264,"Perfectly casted for a decently average enjoyable film with frantic hilarity and organic dynamics, though at times ignorantly disheartens. (B)",4
"3886",265,"I'm glad I watched this movie. I've been afraid that I only like rated R comedies because I like vulgar humor. This comedy proves that it takes more than just a few swear words to get my appreciation. Despite having a potentially funny cast, this movie was just bad, unfortunately.",2
"3887",266,"Really stupid and gay!!!!!",5
"3888",267,"I wasn't expecting much from this and it greatly exceeded that.",4
"3889",268,"Well made for the most part but not without its flaws. The plot was engaging enough throughout, but it's not very distinguished from other films in the genre, the main character would have been discovered due to that tape machine, the guy in the yellow car would have been caught after his informant pal ratted on him, the whole police ordeal at the port probably would have got them caught, some of the things they were saying were ridiculous, real undercover agents likely don't talk about the mission so close to the people they're trying to fool or in public, the main characters should have been arrested at the wedding too for their own safety to act it off, the person driving the car around was poorly explained and insignificant, some cuts could have been better, the runtime was a tad too long, several actors didn't quite match the original people (e.g. the obvious age difference of the main character, blonde hair for his fake fiancé), the ending felt rushed, classy drug dealers and money launderers shouldn't necessarily be presented as decent people, further character development wouldn't have been a bad thing, and there could have been more action. On the other hand, the acting was believable, the cinematography was generally pleasant, the visual effects were decent, the sets/props/costumes felt authentic, and the soundtrack was fine.",3
"3890",269,"An adequate story played by a competent actor but was just way too old for the person he was portraying which was just too distracting at times to take the movie as seriously as should be.
The script lacked fluidity and left you with an incoherent story that at times made little sense unless you were a fan of Narcos and you could fill in blanks for yourself so although it passed the time there are plenty of better films to watch than this.",3
"3891",270,"Worth a watch, but pretty forgettable after you turn the film off. I honestly didn’t remember much about the film after it was over. Cranston is good but the material he’s given isn’t on his level. The story itself is pretty interesting, but if you’re looking for a more memorable film of this genre, it exists",3
"3892",271,"Cranston dialled this in, but it doesn't make it bad. My only problem with it is the incredulity of how he worms his way out of some tricky situations, one in particular. It's part of the 80's cartel jigsaw and it holds its own, for the most part.",4
"3893",272,"Intriguing, engaging, and compelling. This is not a movie you want to pause, or take a break while watching!",4
"3894",273,"They ruined a good true story with over the top token violence. The violence itself wasn't the problem, it was how it all played out. The movie is a child's version of Donnie Brasco.",3
"3895",274,"Moved too fast, not enough character development.",4
"3896",275,"This crime drama was very good. Bryan Cranston, Diane Kruger, John Leguizamo, Benjamin Bratt, and the rest of the cast did a spectacular job in this movie. This true story about the operation to take down the Medellin drug cartel was dramatic, thrilling, and intense at times. These agents were very brave to go undercover and get everything they could on the most dangerous drug cartel in the world at this time. If you haven't seen this movie yet, I suggest that you check it out sometime. It's a must see.",5
"3897",276,"Far too by the numbers to satisfy.",3
"3898",277,"A real classic, yet to be matched or surpassed",5
"3899",278,"It's not without moments of charm but I can't help but feel I must have missed something that makes this film appear so flawless to others. To me, it's a very middling meh adventure that winks at taking itself only half seriously. Some scenes exist for seemingly no reason whatsoever while others that would be ideal to emphasize to a sense of narrative momentum are entirely absent. Even if the film is in on the joke of not taking itself all that seriously, it doesn't exactly make it all that clever or exciting.",3
"3900",279,"A wacky blend of attractive, formal settings, ""mad scientist"" comedy and capitalist satire. Made with a much respected cast and now-classic prop and effects design.

Sadly, the studio demanded a sequel and further misleading ""pseudo-sequels"", or reboots years later. Even though some great acting talent and directors were involved, none of the sequels worked.

Ultimately, Ivan Reitman simply makes a lot of bad pictures and this was his fluke classic, also leads Bill Murray and Harold Ramis' professional relationship deteriorated badly later in the decade and never recovered.

Like with a lot of things in Hollywood, once is enough - this film and it's hit soundtrack, logo etc is definitely worth seeing.",5
"3901",280,"One of my favorite movies of all time",5
"3902",281,"Super-fun movie. Not much to dislike here.",4
"3903",282,"This is my go-to movie when I find enough time. I love it so much and annoy my family by joining in with the dialogue of each and every character. It makes me feel like I am 8 years old again. Great story, characters, special FX, and comedy.

My favourite quote from the movie, ""Mother Puss Bucket!""

10/10",5
"3904",283,"A pure classic. Such a tasteful balance of comedy, casual horror, and a little bit of “80s comedy romance”. A shame the legacy was tested by the 2016 effort, but Afterlife breathed life back into the franchise and I hope they carry the torch. ",5
"3905",284,"Storico cult che unisce alla perfezione fantascienza e commedia.
Leggero, spiritoso senza essere banale e soprattutto con un ritmo che cattura e diverte.
Il cast di spessore rende ancora più spassosi i dialoghi e le espressioni.
Oltre a questo c'è anche un discreto elemento di fantascienza con mostri bizzarri e simpatici.
Viene giustamente dedicato poco tempo allo scontro finale, meno interessante del resto del film.
Ed infine un tema musicale che ha pochi eguali e che tutti sarebbero in grado di canticchiare ancora a distanza di oltre 35 anni.",4
"3906",285,"Years later this film is still a classic despite the outdated look. The reason this film works is because of the subtle acting differences between the the actors. ",5
"3907",286,"I was laughing my head off.",5
"3908",287,"Glad this is doing well. Good movie, interesting side timeline to the original Spock Officer Science and Bones McCoy Medical. Plus Scotty Chief Engineer and Chekov Helmsman.",5
"3909",288,"Loved it! Just thought the ending was a little cheesey though.",5
"3910",289,"True Star Trek fans will appreciate it, so much of the familiar things and a nice story delivers an enjoyable trip where no one has gone before.",4
"3911",290,"Molto molto bella guardatelo",4
"3912",291,"After two good movies with the new crew, this third movie is very disappointing. Dull, boring and full of plot holes. Feels like an overlong boring TV episode.",2
"3913",292,"Exciting Space Ninja Trek",1
"3914",293,"I love they work they did with the cast, he choice was so accurate and this whole concept of the alternative reality is so amazing, it is a very smart way not to do just a random reboot but to connect it all in a big wonderful story, must see",5
"3915",294,"Having really liked the first two installments, this one was stupid right from the very beginning. (*Spoiler Alert) Like going to rescue an unknown alien's crew, in uncharted space, without knowing her and asking zero questions. The movie explains nothing, and was totally boring.",2
"3916",295,"Not quite as good as the other new Star Trek movies, but I enjoyed watching it nonetheless. The character interaction is quite amusing to watch at some points and the action is pretty decent. The plot wasn't explained all too well, but it wasn't really boring either.",3
"3917",296,"Star Trek Beyond begins with Captain Kirk lamenting that things had begun to feel ""a little episodic"". Perhaps the writers were trying to head off criticism that the third movie in the reboot franchise was a bit episodic, but that is what it is. Once again we have to witness the hapless new Enterprise being easily destroyed by enemy ships, this time in its entirety. What follows is an unrealistic plot where the crew is saved by a cliched alien who has conveniently commandeered an abandoned Federation ship that the Enterprise crew are able to miraculously get working again. Why does the Federation spacecraft need to fall vertically from a cliff in order to start the engines? Has any Star Trek movie or TV show previously required a flow of air through the nacelle engines in order to start them? Feels like a pointless out of cannon plot point. A silly chase scene and a zero-g punch up between Kirk and the bad guy and the movie is all over. I enjoyed the popcorn more.",3
"3918",297,"Absolutely the BEST if you love suspense and thriller.  Matt Damon (Jason Bourne) and the rest of cast was amazing.  I expect to see this series on and on again.",5
